frame_id,channel,phy_x,phy_y,,,,,0,-1,0
2907,left,0,0,,,,,2907,-1,0
2908,left,0,0,,,,,2908,-1,0
2909,left,0,0,,,,,2909,-1,0
2910,left,0,0,,,,,2910,-1,0
2911,left,0,0,,,,,2911,-1,0
2912,left,0,0,,,,,2912,-1,0
2913,left,0,0,,,,,2913,-1,0
2914,left,0,0,,,,,2914,-1,0
2915,left,0,0,,,,,2915,-1,0
2916,left,0,0,,,,,2916,-1,0
2917,left,0,0,,,,,2917,-1,0
2918,left,0,0,,,,,2918,-1,0
2919,left,0,0,,,,,2919,-1,0
2920,left,0,0,,,,,2920,-1,0
2921,left,0,0,,,,,2921,-1,0
2922,left,0,0,,,,,2922,-1,0
2923,left,0,0,,,,,2923,-1,0
2924,left,0,0,,,,,2924,-1,0
2925,left,0,0,,,,,2925,-1,0
2926,left,0,0,,,,,2926,-1,0
2927,left,0,0,,,,,2927,-1,0
2928,left,0,0,,,,,2928,-1,0
2929,left,0,0,,,,,2929,-1,0
2930,left,0,0,,,,,2930,-1,0
2931,left,0,0,,,,,2931,-1,0
2932,left,0,0,,,,,2932,-1,0
2933,left,0,0,,,,,2933,-1,0
2934,left,0,0,,,,,2934,-1,0
2935,left,0,0,,,,,2935,-1,0
2936,left,0,0,,,,,2936,-1,0
2937,left,0,0,,,,,2937,-1,0
2938,left,0,0,,,,,2938,-1,0
2939,left,0,0,,,,,2939,-1,0
2940,left,0,0,,,,,2940,-1,0
2941,left,0,0,,,,,2941,-1,0
2942,left,0,0,,,,,2942,-1,0
2943,left,0,0,,,,,2943,-1,0
2944,left,0,0,,,,,2944,-1,0
2945,left,0,0,,,,,2945,-1,0
2946,left,0,0,,,,,2946,-1,0
2947,left,0,0,,,,,2947,-1,0
2948,left,0,0,,,,,2948,-1,0
2949,left,0,0,,,,,2949,-1,0
2950,left,0,0,,,,,2950,-1,0
2951,left,0,0,,,,,2951,-1,0
2952,left,0,0,,,,,2952,-1,0
2953,left,0,0,,,,,2953,-1,0
2954,left,0,0,,,,,2954,-1,0
2955,left,0,0,,,,,2955,-1,0
2956,front,0,0,,,,,2956,-1,0
2957,front,0,0,,,,,2957,-1,0
2958,front,0,0,,,,,2958,-1,0
2959,front,0,0,,,,,2959,-1,0
2960,front,0,0,,,,,2960,-1,0
2961,front,0,0,,,,,2961,-1,0
2962,front,0,0,,,,,2962,-1,0
2963,front,0,0,,,,,2963,-1,0
2964,front,0,0,,,,,2964,-1,0
2965,left,0,0,,,,,2965,-1,0
2966,left,0,0,,,,,2966,-1,0
2967,left,0,0,,,,,2967,-1,0
2968,left,0,0,,,,,2968,-1,0
2969,front,0,0,,,,,2969,-1,0
2970,left,0,0,,,,,2970,-1,0
2971,left,0,0,,,,,2971,-1,0
2972,left,0,0,,,,,2972,-1,0
2973,left,0,0,,,,,2973,-1,0
2974,front,0,0,,,,,2974,-1,0
2975,front,0,0,,,,,2975,-1,0
2976,front,0,0,,,,,2976,-1,0
2977,left,0,0,,,,,2977,-1,0
2978,left,0,0,,,,,2978,-1,0
2979,left,0,0,,,,,2979,-1,-10
2980,left,0,0,,,,,2980,-11,10
2991,front,0,0,,,,,2991,-1,0
2992,front,0,0,,,,,2992,-1,0
2993,front,0,0,,,,,2993,-1,0
2994,front,0,0,,,,,2994,-1,0
2995,front,0,0,,,,,2995,-1,0
2996,front,0,0,,,,,2996,-1,0
2997,front,0,0,,,,,2997,-1,0
2998,front,0,0,,,,,2998,-1,-2
2999,front,0,0,,,,,2999,-3,1
3002,front,0,0,,,,,3002,-2,1
3004,left,0,0,,,,,3004,-1,0
3005,left,0,0,,,,,3005,-1,0
3006,left,0,0,,,,,3006,-1,0
3007,left,0,0,,,,,3007,-1,0
3008,left,0,0,,,,,3008,-1,0
3009,left,0,0,,,,,3009,-1,0
3010,left,0,0,,,,,3010,-1,0
3011,left,0,0,,,,,3011,-1,0
3012,left,0,0,,,,,3012,-1,0
3013,left,0,0,,,,,3013,-1,0
3014,left,0,0,,,,,3014,-1,0
3015,left,0,0,,,,,3015,-1,0
3016,left,0,0,,,,,3016,-1,0
3017,left,0,0,,,,,3017,-1,0
3018,left,0,0,,,,,3018,-1,0
3019,left,0,0,,,,,3019,-1,0
3020,left,0,0,,,,,3020,-1,0
3021,left,0,0,,,,,3021,-1,-1
3022,left,0,0,,,,,3022,-2,1
3024,left,0,0,,,,,3024,-1,0
3025,left,0,0,,,,,3025,-1,0
3026,left,0,0,,,,,3026,-1,0
3027,left,0,0,,,,,3027,-1,0
3028,left,0,0,,,,,3028,-1,-2
3029,left,0,0,,,,,3029,-3,1
3032,left,0,0,,,,,3032,-2,1
3034,left,0,0,,,,,3034,-1,0
3035,left,0,0,,,,,3035,-1,0
3036,left,0,0,,,,,3036,-1,0
3037,left,0,0,,,,,3037,-1,0
3038,left,0,0,,,,,3038,-1,-9
3039,left,0,0,,,,,3039,-10,9
3049,front,-266.969696,419.306702,,,,,3049,-1,0
3050,front,-275.875488,423.122314,,,,,3050,-1,-5
3051,front,-285.070618,427.101807,,,,,3051,-6,5
3057,front,-289.075134,372.064117,,,,,3057,-1,-6
3058,front,-290.831207,356.455383,,,,,3058,-7,4
3065,front,-286.019928,288.015045,,,,,3065,-3,2
3068,front,-273.426971,494.519836,,,,,3068,-1,-1
3069,front,-283.375854,499.49823,,,,,3069,-2,-1
3071,front,-273.979034,468.305237,,,,,3071,-3,2
3074,front,-303.952881,482.745453,,,,,3074,-1,0
3075,front,-284.214539,448.903442,,,,,3075,-1,0
3076,front,-293.939697,453.364655,,,,,3076,-1,0
3077,front,-293.939697,453.364655,,,,,3077,-1,0
3078,front,-285.070618,427.101807,,,,,3078,-1,0
3079,front,-294.57196,431.25351,,,,,3079,-1,0
3080,front,-286.179443,407.191559,,,,,3080,-1,0
3081,front,-278.669434,385.437317,,,,,3081,-1,0
3082,front,-278.669434,385.437317,,,,,3082,-1,0
3083,front,-305.115997,415.110413,,,,,3083,-1,0
3084,front,-296.664551,392.542999,,,,,3084,-1,0
3085,front,-306.121368,396.325104,,,,,3085,-1,0
3086,front,-298.079895,375.465057,,,,,3086,-1,0
3087,front,-307.391754,379.010284,,,,,3087,-1,0
3088,front,-308.908569,362.980255,,,,,3088,-1,0
3089,front,-308.908569,362.980255,,,,,3089,-1,0
3090,front,-301.567139,344.946472,,,,,3090,-1,0
3091,front,-288.845123,313.127838,,,,,3091,-1,0
3092,front,-283.311768,299.007446,,,,,3092,-1,0
3093,front,-278.247955,285.898529,,,,,3093,-1,0
3094,front,-286.019928,288.015045,,,,,3094,-1,0
3095,front,-288.867767,277.613495,,,,,3095,-1,0
3096,front,-305.1409,281.84906,,,,,3096,-1,0
3097,front,-287.239899,256.565308,,,,,3097,-1,0
3098,front,-282.983948,246.082352,,,,,3098,-1,0
3099,front,-286.357422,237.692734,,,,,3099,-1,0
3100,front,-278.982483,219.359406,,,,,3100,-1,0
3101,front,-275.697235,210.931625,,,,,3101,-1,0
3102,front,-286.472992,205.005203,,,,,3102,-1,0
3103,front,-290.412781,198.17363,,,,,3103,-1,0
3104,front,-287.34671,190.638535,,,,,3104,-1,0
3105,front,-291.493561,184.259003,,,,,3105,-1,0
3106,front,-293.060516,171.300476,,,,,3106,-1,0
3107,front,-297.566162,165.418533,,,,,3107,-1,0
3108,front,-292.790588,153.122437,,,,,3108,-1,0
3109,front,-290.655518,147.329834,,,,,3109,-1,0
3110,front,-293.554443,136.558014,,,,,3110,-1,0
3111,front,-283.574402,126.14669,,,,,3111,-1,0
3112,front,-295.271637,121.255577,,,,,3112,-1,0
3113,front,-300.622162,116.330681,,,,,3113,-1,0
3114,front,-297.898956,106.932106,,,,,3114,-1,0
3115,front,-295.643646,98.03286,,,,,3115,-1,0
3116,front,-293.819061,89.565292,,,,,3116,-1,0
3117,front,-285.457275,78.144447,,,,,3117,-1,0
3118,front,-291.346283,73.69603,,,,,3118,-1,0
3119,front,-304.694275,72.31366,,,,,3119,-1,0
3120,front,-296.936646,61.696842,,,,,3120,-1,0
3121,front,-296.73407,54.423485,,,,,3121,-1,0
3122,front,-303.47467,49.813751,,,,,3122,-1,0
3123,front,-303.793823,42.676174,,,,,3123,-1,0
3124,front,-297.717499,36.929817,,,,,3124,-1,0
3125,front,-298.699738,30.119091,,,,,3125,-1,0
3126,front,-288.578766,19.732595,,,,,3126,-1,-36
3127,front,-301.692596,16.641138,,,,,3127,-37,36
3164,front,-295.936035,14.922214,,,,,3164,-1,1
3165,front,-288.578766,19.732595,,,,,3165,0,-1
3165,front,-288.578766,19.732595,,,,,3165,-1,0
3166,front,-280.29245,30.750023,,,,,3166,-1,0
3167,front,-285.347412,36.01619,,,,,3167,-1,0
3168,front,-290.587524,44.938847,,,,,3168,-1,0
3169,front,-284.139343,49.390732,,,,,3169,-1,0
3170,front,-283.992523,56.277512,,,,,3170,-1,0
3171,front,-284.156738,63.341068,,,,,3171,-1,0
3172,front,-278.531097,71.292732,,,,,3172,-1,0
3173,front,-272.935333,75.574379,,,,,3173,-1,0
3174,front,-274.364136,86.892868,,,,,3174,-1,0
3175,front,-269.810516,95.186234,,,,,3175,-1,0
3176,front,-272.400208,107.705498,,,,,3176,-1,0
3177,front,-274.605286,116.628532,,,,,3177,-1,0
3178,front,-269.790314,121.296883,,,,,3178,-1,0
3179,front,-253.715454,125.89312,,,,,3179,-1,0
3180,front,-263.4664,140.786621,,,,,3180,-1,0
3181,front,-266.809631,151.589188,,,,,3181,-1,0
3182,front,-264.4776,162.755249,,,,,3182,-1,0
3183,front,-254.419556,167.778488,,,,,3183,-1,0
3184,front,-252.538284,179.838898,,,,,3184,-1,0
3185,front,-250.994812,192.789352,,,,,3185,-1,0
3186,front,-247.348541,199.209198,,,,,3186,-1,0
3187,front,-237.923599,204.925262,,,,,3187,-1,0
3188,front,-234.461761,211.735657,,,,,3188,-1,0
3189,front,-233.542297,227.281021,,,,,3189,-1,0
3190,front,-239.126129,245.76236,,,,,3190,-1,0
3191,front,-227.030945,243.129166,,,,,3191,-1,0
3192,front,-242.710846,276.417847,,,,,3192,-1,0
3193,front,-223.662247,271.490082,,,,,3193,-1,0
3194,front,-220.645462,281.52124,,,,,3194,-1,0
3195,front,-217.667969,292.154205,,,,,3195,-1,0
3196,front,-208.561874,301.649719,,,,,3196,-1,0
3197,front,-215.380936,330.528961,,,,,3197,-1,0
3198,front,-196.450745,324.447845,,,,,3198,-1,0
3199,front,-193.391022,338.081146,,,,,3199,-1,0
3200,front,-190.311188,352.78363,,,,,3200,-1,0
3201,front,-187.200272,368.705048,,,,,3201,-1,0
3202,front,-184.045258,386.023041,,,,,3202,-1,0
3203,front,-180.830948,404.950439,,,,,3203,-1,0
3204,front,-174.216187,402.41275,,,,,3204,-1,0
3205,front,-161.4095,397.61734,,,,,3205,-1,0
3206,front,-167.158157,445.831696,,,,,3206,-1,0
3207,front,-151.221771,415.524323,,,,,3207,-1,-1
3208,front,-147.04361,437.813995,,,,,3208,-2,1
3210,front,-186.725235,197.14743,,,,,3210,-1,0
3211,front,-131.009888,487.543762,,,,,3211,-1,-5
3212,front,-182.708954,225.63385,,,,,3212,-6,5
3218,front,-146.712692,309.578796,,,,,3218,-1,0
3219,front,-137.786423,320.914886,,,,,3219,-1,-3
3220,front,-128.62085,333.158081,,,,,3220,-4,3
3224,front,-94.25489,356.676575,,,,,3224,-1,-1
3225,front,-93.808929,375.363831,,,,,3225,-2,-1
3227,front,-81.833282,415.513885,,,,,3227,-3,2
3230,front,-58.371174,434.365387,,,,,3230,-1,0
3231,front,-47.305519,491.789398,,,,,3231,-1,0
3232,front,0,0,,,,,3232,-1,0
3233,front,0,0,,,,,3233,-1,0
3234,front,0,0,,,,,3234,-1,0
3235,front,0,0,,,,,3235,-1,0
3236,front,0,0,,,,,3236,-1,0
3237,front,0,0,,,,,3237,-1,0
3238,left,0,0,,,,,3238,-1,0
3239,left,0,0,,,,,3239,-1,0
3240,front,0,0,,,,,3240,-1,0
3241,left,0,0,,,,,3241,-1,0
3242,left,0,0,,,,,3242,-1,0
3243,left,0,0,,,,,3243,-1,0
3244,left,0,0,,,,,3244,-1,0
3245,left,0,0,,,,,3245,-1,0
3246,left,0,0,,,,,3246,-1,0
3247,left,0,0,,,,,3247,-1,0
3248,left,0,0,,,,,3248,-1,0
3249,front,0,0,,,,,3249,-1,0
3250,front,0,0,,,,,3250,-1,-7
3251,front,0,0,,,,,3251,-8,7
3259,front,0,0,,,,,3259,-1,0
3260,front,0,0,,,,,3260,-1,0
3261,front,0,0,,,,,3261,-1,0
3262,front,0,0,,,,,3262,-1,0
3263,front,0,0,,,,,3263,-1,0
3264,front,0,0,,,,,3264,-1,0
3265,front,0,0,,,,,3265,-1,0
3266,front,0,0,,,,,3266,-1,0
3267,left,0,0,,,,,3267,-1,0
3268,left,0,0,,,,,3268,-1,0
3269,front,0,0,,,,,3269,-1,0
3270,front,0,0,,,,,3270,-1,0
3271,front,0,0,,,,,3271,-1,0
3272,front,0,0,,,,,3272,-1,0
3273,front,0,0,,,,,3273,-1,0
3274,front,0,0,,,,,3274,-1,0
3275,front,0,0,,,,,3275,-1,0
3276,front,0,0,,,,,3276,-1,0
3277,front,0,0,,,,,3277,-1,0
3278,front,0,0,,,,,3278,-1,0
3279,front,0,0,,,,,3279,-1,0
3280,front,0,0,,,,,3280,-1,0
3281,front,0,0,,,,,3281,-1,0
3282,front,0,0,,,,,3282,-1,0
3283,front,0,0,,,,,3283,-1,0
3284,front,0,0,,,,,3284,-1,0
3285,front,0,0,,,,,3285,-1,0
3286,front,0,0,,,,,3286,-1,0
3287,front,0,0,,,,,3287,-1,0
3288,front,0,0,,,,,3288,-1,0
3289,front,0,0,,,,,3289,-1,0
3290,front,0,0,,,,,3290,-1,0
3291,front,0,0,,,,,3291,-1,0
3292,front,0,0,,,,,3292,-1,0
3293,front,0,0,,,,,3293,-1,0
3294,front,0,0,,,,,3294,-1,0
3295,front,0,0,,,,,3295,-1,0
3296,front,0,0,,,,,3296,-1,0
3297,front,0,0,,,,,3297,-1,0
3298,front,0,0,,,,,3298,-1,0
3299,front,0,0,,,,,3299,-1,0
3300,front,0,0,,,,,3300,-1,0
3301,front,0,0,,,,,3301,-1,0
3302,front,0,0,,,,,3302,-1,0
3303,front,0,0,,,,,3303,-1,0
3304,front,0,0,,,,,3304,-1,0
3305,front,0,0,,,,,3305,-1,0
3306,front,0,0,,,,,3306,-1,0
3307,front,0,0,,,,,3307,-1,0
3308,left,0,0,,,,,3308,-1,0
3309,left,0,0,,,,,3309,-1,0
3310,left,0,0,,,,,3310,-1,0
3311,left,0,0,,,,,3311,-1,0
3312,left,0,0,,,,,3312,-1,0
3313,left,0,0,,,,,3313,-1,0
3314,left,0,0,,,,,3314,-1,0
3315,front,0,0,,,,,3315,-1,0
3316,left,0,0,,,,,3316,-1,0
3317,front,0,0,,,,,3317,-1,0
3318,front,0,0,,,,,3318,-1,0
3319,front,0,0,,,,,3319,-1,0
3320,front,0,0,,,,,3320,-1,0
3321,front,0,0,,,,,3321,-1,0
3322,front,0,0,,,,,3322,-1,0
3323,front,0,0,,,,,3323,-1,0
3324,front,0,0,,,,,3324,-1,0
3325,front,0,0,,,,,3325,-1,-1
3326,front,0,0,,,,,3326,-2,1
3328,front,0,0,,,,,3328,-1,0
3329,left,0,0,,,,,3329,-1,0
3330,left,0,0,,,,,3330,-1,0
3331,left,0,0,,,,,3331,-1,0
3332,left,0,0,,,,,3332,-1,0
3333,left,0,0,,,,,3333,-1,0
3334,left,0,0,,,,,3334,-1,0
3335,left,0,0,,,,,3335,-1,0
3336,left,0,0,,,,,3336,-1,0
3337,left,0,0,,,,,3337,-1,0
3338,front,0,0,,,,,3338,-1,0
3339,front,0,0,,,,,3339,-1,0
3340,front,0,0,,,,,3340,-1,0
3341,left,0,0,,,,,3341,-1,0
3342,left,0,0,,,,,3342,-1,0
3343,front,0,0,,,,,3343,-1,0
3344,left,0,0,,,,,3344,-1,0
3345,left,0,0,,,,,3345,-1,0
3346,left,0,0,,,,,3346,-1,0
3347,left,0,0,,,,,3347,-1,0
3348,left,0,0,,,,,3348,-1,0
3349,left,0,0,,,,,3349,-1,0
3350,left,0,0,,,,,3350,-1,0
3351,left,0,0,,,,,3351,-1,0
3352,left,0,0,,,,,3352,-1,0
3353,left,0,0,,,,,3353,-1,0
3354,left,0,0,,,,,3354,-1,0
3355,left,0,0,,,,,3355,-1,-1
3356,front,0,0,,,,,3356,-2,1
3358,left,0,0,,,,,3358,-1,0
3359,left,0,0,,,,,3359,-1,0
3360,left,0,0,,,,,3360,-1,0
3361,left,0,0,,,,,3361,-1,0
3362,left,0,0,,,,,3362,-1,0
3363,left,0,0,,,,,3363,-1,0
3364,left,0,0,,,,,3364,-1,0
3365,left,0,0,,,,,3365,-1,0
3366,left,0,0,,,,,3366,-1,0
3367,left,0,0,,,,,3367,-1,0
3368,left,0,0,,,,,3368,-1,0
3369,left,0,0,,,,,3369,-1,-1
3370,left,0,0,,,,,3370,-2,-2
3372,left,0,0,,,,,3372,-4,3
3376,left,0,0,,,,,3376,-1,0
3377,left,0,0,,,,,3377,-1,0
3378,left,0,0,,,,,3378,-1,-3
3379,left,0,0,,,,,3379,-4,-6
3383,left,0,0,,,,,3383,-10,9
3393,left,0,0,,,,,3393,-1,0
3394,left,0,0,,,,,3394,-1,0
3395,front,0,0,,,,,3395,-1,-9
3396,front,0,0,,,,,3396,-10,2
3406,front,-308.908569,362.980255,,,,,3406,-8,4
3414,front,-283.375854,499.49823,,,,,3414,-4,3
3418,front,-303.952881,482.745453,,,,,3418,-1,0
3419,front,-314.651093,488.004608,,,,,3419,-1,0
3420,front,-301.870544,192.478806,,,,,3420,-1,0
3421,front,-303.999207,458.024567,,,,,3421,-1,0
3422,front,-314.415192,462.895691,,,,,3422,-1,0
3423,front,-325.211243,467.991272,,,,,3423,-1,0
3424,front,-314.572632,440.115814,,,,,3424,-1,0
3425,front,-295.488586,411.066833,,,,,3425,-1,0
3426,front,-305.115997,415.110413,,,,,3426,-1,0
3427,front,-315.081818,419.332245,,,,,3427,-1,0
3428,front,-306.121368,396.325104,,,,,3428,-1,0
3429,front,-298.079895,375.465057,,,,,3429,-1,1
3430,front,-290.831207,356.455383,,,,,3430,0,-2
3430,front,-290.831207,356.455383,,,,,3430,-2,1
3432,front,-299.718201,359.650696,,,,,3432,-1,0
3433,front,-308.908569,362.980255,,,,,3433,-1,0
3434,front,-318.421356,366.452423,,,,,3434,-1,0
3435,front,-303.61673,331.221863,,,,,3435,-1,0
3436,front,-297.211426,315.69397,,,,,3436,-1,0
3437,front,-305.858795,318.364594,,,,,3437,-1,0
3438,front,-291.367035,301.336609,,,,,3438,-1,0
3439,front,-299.687256,303.758484,,,,,3439,-1,0
3440,front,-294.042633,290.214203,,,,,3440,-1,0
3441,front,-302.330872,292.500671,,,,,3441,-1,0
3442,front,-305.1409,281.84906,,,,,3442,-1,0
3443,front,-291.856049,267.741882,,,,,3443,-1,0
3444,front,-308.116486,271.740479,,,,,3444,-1,0
3445,front,-302.986664,260.196136,,,,,3445,-1,0
3446,front,-298.259125,249.378799,,,,,3446,-1,0
3447,front,-293.894897,239.215881,,,,,3447,-1,0
3448,front,-289.860138,229.644135,,,,,3448,-1,0
3449,front,-297.429749,231.076202,,,,,3449,-1,0
3450,front,-293.496796,221.903122,,,,,3450,-1,0
3451,front,-297.2724,214.43956,,,,,3451,-1,0
3452,front,-293.714691,206.095276,,,,,3452,-1,0
3453,front,-297.718292,199.18663,,,,,3453,-1,0
3454,front,-297.718292,199.18663,,,,,3454,-1,0
3455,front,-301.870544,192.478806,,,,,3455,-1,0
3456,front,-288.707642,177.308075,,,,,3456,-1,0
3457,front,-303.095886,178.796936,,,,,3457,-1,0
3458,front,-300.22995,171.961273,,,,,3458,-1,0
3459,front,-295.090515,159.145782,,,,,3459,-1,0
3460,front,-283.960388,147.004333,,,,,3460,-1,0
3461,front,-283.960388,147.004333,,,,,3461,-1,0
3462,front,-288.675018,141.750809,,,,,3462,-1,0
3463,front,-285.142365,131.172897,,,,,3463,-1,0
3464,front,-283.574402,126.14669,,,,,3464,-1,0
3465,front,-282.129486,121.279396,,,,,3465,-1,0
3466,front,-295.271637,121.255577,,,,,3466,-1,0
3467,front,-293.798096,116.411148,,,,,3467,-1,0
3468,front,-284.740295,107.33532,,,,,3468,-1,0
3469,front,-290.088165,102.690407,,,,,3469,-1,0
3470,front,-289.071594,98.357071,,,,,3470,-1,0
3471,front,-281.07489,90.421928,,,,,3471,-1,0
3472,front,-280.394806,86.438583,,,,,3472,-1,0
3473,front,-285.995148,82.015656,,,,,3473,-1,0
3474,front,-278.873413,74.972412,,,,,3474,-1,0
3475,front,-278.873413,74.972412,,,,,3475,-1,0
3476,front,-291.346283,73.69603,,,,,3476,-1,0
3477,front,-290.956787,69.914421,,,,,3477,-1,0
3478,front,-290.654358,66.195869,,,,,3478,-1,0
3479,front,-296.936646,61.696842,,,,,3479,-1,0
3480,front,-290.303925,58.927956,,,,,3480,-1,0
3481,front,-290.253143,55.369053,,,,,3481,-1,0
3482,front,-296.73407,54.423485,,,,,3482,-1,0
3483,front,-296.761932,50.854725,,,,,3483,-1,0
3484,front,-290.395538,48.378773,,,,,3484,-1,0
3485,front,-296.874542,47.325283,,,,,3485,-1,0
3486,front,-290.587524,44.938847,,,,,3486,-1,0
