frame_id,channel,phy_x,phy_y
2913,left,0,0
2914,left,0,0
2915,left,0,0
2916,left,0,0
2917,left,0,0
2918,left,0,0
2919,left,0,0
2920,left,0,0
2921,left,0,0
2922,left,0,0
2923,left,0,0
2924,left,0,0
2925,left,0,0
2926,left,0,0
2927,left,0,0
2928,left,0,0
2929,left,0,0
2930,left,0,0
2931,left,0,0
2932,left,0,0
2933,left,0,0
2934,left,0,0
2935,left,0,0
2936,left,0,0
2937,left,0,0
2938,left,0,0
2939,left,0,0
2940,left,0,0
2941,left,0,0
2942,left,0,0
2943,left,0,0
2944,left,0,0
2945,left,0,0
2946,left,0,0
2947,left,0,0
2948,left,0,0
2949,left,0,0
2950,left,0,0
2951,left,0,0
2952,left,0,0
2953,left,0,0
2954,left,0,0
2955,left,0,0
2965,left,0,0
2966,left,0,0
2967,left,0,0
2968,left,0,0
2970,left,0,0
2971,left,0,0
2972,left,0,0
2973,left,0,0
2977,left,0,0
2978,left,0,0
2979,left,0,0
2980,left,0,0
3004,left,0,0
3005,left,0,0
3006,left,0,0
3007,left,0,0
3008,left,0,0
3009,left,0,0
3010,left,0,0
3011,left,0,0
3012,left,0,0
3013,left,0,0
3014,left,0,0
3015,left,0,0
3016,left,0,0
3017,left,0,0
3018,left,0,0
3019,left,0,0
3020,left,0,0
3021,left,0,0
3022,left,0,0
3024,left,0,0
3025,left,0,0
3026,left,0,0
3027,left,0,0
3028,left,0,0
3029,left,0,0
3032,left,0,0
3034,left,0,0
3035,left,0,0
3036,left,0,0
3037,left,0,0
3038,left,0,0
3039,left,0,0
3058,front,-290.831207,356.455383
3065,front,-286.019928,288.015045
3068,front,-273.426971,494.519836
3069,front,-283.375854,499.49823
3071,front,-273.979034,468.305237
3074,front,-303.952881,482.745453
3075,front,-284.214539,448.903442
3076,front,-293.939697,453.364655
3077,front,-293.939697,453.364655
3078,front,-285.070618,427.101807
3079,front,-294.57196,431.25351
3080,front,-286.179443,407.191559
3081,front,-278.669434,385.437317
3082,front,-278.669434,385.437317
3083,front,-305.115997,415.110413
3084,front,-296.664551,392.542999
3085,front,-306.121368,396.325104
3086,front,-298.079895,375.465057
3087,front,-307.391754,379.010284
3088,front,-308.908569,362.980255
3089,front,-308.908569,362.980255
3090,front,-301.567139,344.946472
3091,front,-288.845123,313.127838
3092,front,-283.311768,299.007446
3093,front,-278.247955,285.898529
3094,front,-286.019928,288.015045
3095,front,-288.867767,277.613495
3096,front,-305.1409,281.84906
3097,left,0,0
3097,left,0,0
3097,left,0,0
3097,left,0,0
3097,left,0,0
3097,left,0,0
3097,left,0,0
3104,left,-303.952179,255.558289
3105,left,-301.9039,243.239716
3106,left,-296.316681,209.410828
3107,left,-296.316681,209.410828
3108,left,-292.996826,189.126602
3109,left,-292.996826,189.126602
3110,left,0,0
3111,left,0,0
3112,left,0,0
3113,left,-298.16983,150.707092
3114,left,0,0
3115,left,-295.290619,134.546616
3116,left,-293.933075,126.873741
3117,left,-292.626465,119.452705
3118,left,-292.626465,119.452705
3119,left,-290.154877,105.311279
3120,left,-287.856415,92.023911
3121,left,-285.714355,79.505119
3122,left,-290.759827,78.390526
3123,left,-289.688965,72.385612
3124,left,-288.653687,66.545174
3125,left,-285.745819,49.935162
3126,left,-291.650146,54.207039
3127,left,-290.66449,48.801506
3164,left,-274.660919,41.957745
3165,left,-276.273102,52.300987
3166,left,-272.504974,58.900097
3167,left,-274.185852,70.070526
3168,left,-269.583282,71.326355
3169,left,-271.279877,83.124405
3170,left,-273.095795,95.622238
3171,left,-268.389862,96.925095
3172,left,-271.193481,117.166725
3173,left,-272.197998,124.35482
3174,left,-267.358429,125.743507
3175,left,-264.48349,142.370148
3176,left,-259.699249,143.929749
3177,left,-254.997375,145.562775
3178,left,-256.752167,161.941559
3179,left,-258.654724,179.5793
3180,left,-254.691406,190.820541
3181,left,-256.691711,210.773651
3182,left,-257.761108,221.394165
3183,left,-252.612213,223.575821
3184,left,-253.642624,234.739319
3185,left,-249.460022,248.88472
3186,left,-244.259079,251.494415
3187,left,-239.113602,254.245728
3187,left,-239.113602,254.245728
3187,left,-239.113602,254.245728
3187,left,-239.113602,254.245728
3187,left,-239.113602,254.245728
3192,front,-242.710846,276.417847
3193,front,-223.662247,271.490082
3194,front,-220.645462,281.52124
3195,front,-217.667969,292.154205
3196,front,-208.561874,301.649719
3197,front,-215.380936,330.528961
3198,front,-196.450745,324.447845
3199,front,-193.391022,338.081146
3200,front,-190.311188,352.78363
3201,front,-187.200272,368.705048
3202,front,-184.045258,386.023041
3203,front,-180.830948,404.950439
3204,front,-174.216187,402.41275
3205,front,-161.4095,397.61734
3206,front,-167.158157,445.831696
3207,front,-151.221771,415.524323
3208,front,-147.04361,437.813995
3208,front,-147.04361,437.813995
3211,front,-131.009888,487.543762
3211,front,-131.009888,487.543762
3218,front,-146.712692,309.578796
3219,front,-137.786423,320.914886
3220,front,-128.62085,333.158081
3224,front,-94.25489,356.676575
3225,front,-93.808929,375.363831
3238,left,0,0
3239,left,0,0
3241,left,0,0
3242,left,0,0
3243,left,0,0
3244,left,0,0
3245,left,0,0
3246,left,0,0
3247,left,0,0
3248,left,0,0
3267,left,0,0
3268,left,0,0
3308,left,0,0
3309,left,0,0
3310,left,0,0
3311,left,0,0
3312,left,0,0
3313,left,0,0
3314,left,0,0
3316,left,0,0
3329,left,0,0
3330,left,0,0
3331,left,0,0
3332,left,0,0
3333,left,0,0
3334,left,0,0
3335,left,0,0
3336,left,0,0
3337,left,0,0
3341,left,0,0
3342,left,0,0
3344,left,0,0
3345,left,0,0
3346,left,0,0
3347,left,0,0
3348,left,0,0
3349,left,0,0
3350,left,0,0
3351,left,0,0
3352,left,0,0
3353,left,0,0
3354,left,0,0
3355,left,0,0
3358,left,0,0
3359,left,0,0
3360,left,0,0
3361,left,0,0
3362,left,0,0
3363,left,0,0
3364,left,0,0
3365,left,0,0
3366,left,0,0
3367,left,0,0
3368,left,0,0
3369,left,0,0
3370,left,0,0
3372,left,0,0
3376,left,0,0
3377,left,0,0
3378,left,0,0
3379,left,0,0
3383,left,0,0
3393,left,0,0
3394,left,0,0
3406,front,-308.908569,362.980255
3414,front,-283.375854,499.49823
3418,front,-303.952881,482.745453
3419,front,-314.651093,488.004608
3420,left,-299.952881,231.466751
3421,front,-303.999207,458.024567
3422,front,-314.415192,462.895691
3423,front,-325.211243,467.991272
3424,front,-314.572632,440.115814
3425,front,-295.488586,411.066833
3426,front,-305.115997,415.110413
3427,front,-315.081818,419.332245
3428,front,-306.121368,396.325104
3429,front,-298.079895,375.465057
3430,front,-290.831207,356.455383
3430,front,-290.831207,356.455383
3432,front,-299.718201,359.650696
3433,front,-308.908569,362.980255
3434,front,-318.421356,366.452423
3435,front,-303.61673,331.221863
3436,front,-297.211426,315.69397
3437,front,-305.858795,318.364594
3438,front,-291.367035,301.336609
3439,front,-299.687256,303.758484
3440,front,-294.042633,290.214203
3441,front,-302.330872,292.500671
3442,front,-305.1409,281.84906
3443,front,-291.856049,267.741882
3444,front,-308.116486,271.740479
3445,front,-302.986664,260.196136
3445,front,-302.986664,260.196136
3445,front,-302.986664,260.196136
3445,front,-302.986664,260.196136
3445,front,-302.986664,260.196136
3445,front,-302.986664,260.196136
3445,front,-302.986664,260.196136
3445,front,-302.986664,260.196136
3445,front,-302.986664,260.196136
3454,left,-303.952179,255.558289
3455,left,-303.952179,255.558289
3456,left,-301.9039,243.239716
3457,left,-299.952881,231.466751
3458,left,-296.316681,209.410828
3459,left,-296.316681,209.410828
3460,left,-294.619812,199.061966
3461,left,-292.996826,189.126602
3463,left,-291.442902,179.577972
3465,left,-289.953918,170.392441
3466,left,0,0
3467,left,0,0
3468,left,0,0
3469,left,-291.206787,143.603821
3470,left,-291.206787,143.603821
3471,left,-289.869202,135.666962
3472,left,-289.869202,135.666962
3473,left,-288.58252,127.997314
3474,left,-287.343872,120.579735
3475,left,-286.150848,113.400894
3476,left,-286.150848,113.400894
3477,left,-286.150848,113.400894
3478,left,-285.000977,106.44767
3479,left,-285.000977,106.44767
3480,left,-283.891998,99.708183
3481,left,-283.891998,99.708183
3482,left,-282.821899,93.171425
3483,left,-282.821899,93.171425
3484,left,-281.788818,86.827255
3485,left,-281.788818,86.827255
3486,left,-280.790802,80.665596
3487,left,-280.790802,80.665596
3488,left,-274.185852,70.070526
3489,left,-274.185852,70.070526
3490,left,-274.185852,70.070526
3491,left,-274.185852,70.070526
3492,left,-274.185852,70.070526
3493,left,-273.331665,64.410172
3494,left,-273.331665,64.410172
3495,left,-273.331665,64.410172
3496,left,-273.331665,64.410172
3497,left,-267.995087,60.161919
3498,left,-267.995087,60.161919
3499,left,-267.995087,60.161919
3500,left,-267.995087,60.161919
3501,left,-268.776245,65.668716
3502,left,-268.776245,65.668716
3503,left,-269.583282,71.326355
3504,left,-269.583282,71.326355
3505,left,-265.079559,72.622673
3506,left,-265.079559,72.622673
3507,left,-265.865723,78.439011
3508,left,-265.865723,78.439011
3509,left,-266.678619,84.422462
3510,left,-267.519531,90.581406
3511,left,-267.519531,90.581406
3512,left,-268.389862,96.925095
3513,left,-270.225067,110.206635
3514,left,-271.193481,117.166725
3515,left,-272.197998,124.35482
3516,left,-267.358429,125.743507
3517,left,0,0
3518,left,-263.529907,134.654175
3519,left,-258.809235,136.192459
3520,left,-260.624542,151.943436
3521,left,-261.587189,160.250488
3522,left,-263.633881,177.818542
3523,left,-264.723083,187.120438
3524,left,-265.860168,196.798737
3525,left,0,0
3526,left,-256.691711,210.773651
3527,left,-257.761108,221.394165
3528,left,-258.881195,232.485687
3529,left,-260.055481,244.081772
3530,left,-255.857773,258.641022
3530,left,-255.857773,258.641022
3530,left,-255.857773,258.641022
3530,left,-255.857773,258.641022
3530,left,-255.857773,258.641022
3530,left,-255.857773,258.641022
3536,front,-252.371826,268.321991
3537,front,-249.413177,278.179047
3538,front,-246.537399,288.59549
3539,front,-236.95903,297.664795
3540,front,-257.990479,344.882111
3541,front,-255.794724,359.756409
3542,front,-248.085739,356.971008
3543,front,-245.890656,372.842285
3544,front,-243.802246,390.038574
3545,front,-228.522171,384.079865
3546,front,-248.284714,432.842743
3547,front,-239.961456,429.227325
3548,front,-238.221634,451.739899
3549,front,-236.613449,476.640869
3550,front,-228.070251,472.627045
3550,front,-228.070251,472.627045
3552,front,-209.392807,491.879669
3553,front,-209.392807,491.879669
3556,front,-236.190674,274.717712
3558,front,-227.526978,307.276459
3559,front,-218.195038,317.503357
3568,front,-160.314224,443.051239
3569,front,-170.639008,474.27771
3584,left,0,0
3585,left,0,0
3597,left,0,0
3598,left,0,0
3602,left,0,0
3616,left,0,0
3617,left,0,0
3618,left,0,0
3619,left,0,0
3620,left,0,0
3621,left,0,0
3622,left,0,0
3658,left,0,0
3659,left,0,0
3660,left,0,0
3661,left,0,0
3675,left,0,0
3679,left,0,0
3680,left,0,0
3681,left,0,0
3682,left,0,0
3683,left,0,0
3685,left,0,0
3686,left,0,0
3687,left,0,0
3688,left,0,0
3689,left,0,0
3690,left,0,0
3691,left,0,0
3692,left,0,0
3693,left,0,0
3694,left,0,0
3695,left,0,0
3696,left,0,0
3697,left,0,0
3698,left,0,0
3699,left,0,0
3700,left,0,0
3701,left,0,0
3702,left,0,0
3703,left,0,0
3704,left,0,0
3705,left,0,0
3706,left,0,0
3707,left,0,0
3713,left,0,0
3729,front,-314.803772,321.145355
3730,front,-333.660492,327.064087
3732,front,-313.692627,284.094757
3733,front,-316.664459,273.860291
3734,front,-328.676788,266.20163
3736,front,-303.999207,458.024567
3737,front,-325.742249,493.509827
3738,front,-314.415192,462.895691
3739,front,-325.211243,467.991272
3740,front,-348.045502,478.911499
3741,front,-336.0513,449.800659
3742,front,-347.406891,454.983917
3743,front,-336.117279,428.354706
3744,front,-358.791626,438.232208
3745,front,-347.48584,413.20517
3746,front,-347.48584,413.20517
3747,front,-348.118591,394.816956
3748,front,-320.06601,351.343445
3749,front,-321.950684,337.245728
3750,front,-324.064362,324.042847
3751,front,-326.399475,311.634918
3752,front,-328.94986,299.935028
3753,front,-331.711426,288.86734
3754,front,-319.815857,264.119659
3754,front,-319.815857,264.119659
3754,front,-319.815857,264.119659
3754,front,-319.815857,264.119659
3754,front,-319.815857,264.119659
3759,left,-318.911346,228.034363
3760,left,-314.641327,206.025467
3761,left,-329.963776,215.16246
3762,left,-325.451599,194.01178
3763,left,-321.32312,174.496552
3764,left,-317.532623,156.418762
3765,left,-320.139923,138.816208
3766,left,0,0
3767,left,-313.617035,108.377563
3768,left,-318.018921,100.529655
3769,left,0,0
3770,left,-316.760498,67.42598
3771,left,-312.94165,50.084522
3772,left,-316.220245,38.25629
3821,left,0,0
3873,left,-215.323151,-19.832811
3878,left,-209.336258,89.299416
3879,left,-213.980606,118.693344
3880,left,-210.516953,134.838486
3882,left,0,0
3883,left,-217.036835,209.731827
3884,left,-213.068436,234.087051
3885,left,-213.363144,245.581345
3885,left,-213.363144,245.581345
3885,left,-213.363144,245.581345
3885,left,-213.363144,245.581345
3889,left,0,0
3890,front,-217.667969,292.154205
3891,front,-208.561874,301.649719
3892,front,-208.915359,328.429108
3893,front,-196.450745,324.447845
3894,front,-214.048248,378.563904
3895,left,-206.890915,152.281067
3896,front,-208.888901,416.137817
3897,front,-206.337509,437.703827
3898,front,-203.796188,461.542023
3899,front,-196.115082,458.140381
3907,front,-193.672104,371.033936
3908,front,-190.654373,388.498718
3909,left,0,0
3912,left,0,0
3913,front,-163.414444,471.174988
3915,front,-152.148178,496.355225
3934,left,0,0
3938,left,0,0
3939,left,0,0
3940,left,0,0
3941,left,0,0
3942,left,0,0
3943,left,0,0
3946,left,0,0
3947,left,0,0
3949,left,0,0
3950,left,0,0
3951,left,0,0
3952,left,0,0
3953,left,0,0
3955,left,0,0
3956,left,0,0
3957,left,0,0
3975,left,0,0
3976,left,0,0
3977,left,0,0
3978,left,0,0
3979,left,0,0
3980,left,0,0
3991,left,0,0
3992,left,0,0
3993,left,0,0
3994,left,0,0
3995,left,0,0
3997,left,0,0
3998,left,0,0
3999,left,0,0
4000,left,0,0
4001,left,0,0
4002,left,0,0
4003,left,0,0
4004,left,0,0
4005,left,0,0
4006,left,0,0
4007,left,0,0
4008,left,0,0
4009,left,0,0
4010,left,0,0
4016,left,0,0
4017,left,0,0
4022,left,0,0
4024,left,0,0
4037,left,0,0
4039,left,0,0
4046,left,0,0
4047,left,0,0
4048,left,0,0
4049,left,0,0
4051,left,0,0
4055,left,0,0
4056,left,0,0
4057,left,0,0
4059,left,0,0
4060,left,0,0
4061,left,0,0
4062,left,0,0
4063,left,0,0
4064,left,0,0
4065,left,0,0
4066,left,0,0
4067,left,0,0
4069,left,0,0
4070,left,0,0
4071,left,0,0
4072,left,0,0
4073,left,0,0
4074,left,0,0
4075,left,0,0
4076,left,0,0
4077,left,0,0
4078,left,0,0
4079,left,0,0
4080,left,0,0
4081,left,0,0
4082,left,0,0
4084,left,0,0
4085,left,0,0
4087,left,0,0
4088,left,0,0
4090,left,0,0
4091,left,0,0
4092,front,-325.742249,493.509827
4100,front,-352.034363,347.292236
4101,front,-335.948151,314.484467
4102,front,-316.664459,273.860291
4104,front,-325.742249,493.509827
4105,front,-325.211243,467.991272
4106,front,-325.211243,467.991272
4107,front,-348.045502,478.911499
4108,front,-336.0513,449.800659
4109,front,-336.117279,428.354706
4110,front,-336.568604,408.701111
4110,front,-336.568604,408.701111
4112,front,-370.632324,422.857483
4113,front,-349.103058,377.811676
4114,front,-331.61264,340.451569
4117,front,-322.543243,286.432251
4118,front,-311.258148,262.119293
4119,left,0,0
4119,left,0,0
4119,left,0,0
4122,left,-314.612183,240.788132
4123,left,-312.437866,229.045135
4124,left,-300.486847,197.827301
4125,left,-306.492859,196.703552
4126,left,0,0
4128,left,-295.290619,134.546616
4129,left,-300.846039,133.500809
4130,left,-299.415985,125.820816
4132,left,-294.204163,97.480209
4133,left,-298.307617,89.886078
4134,left,-302.473969,82.508232
4135,left,-297.819153,58.68576
4136,left,-303.113434,57.65559
4137,left,-301.992188,52.07346
4142,left,-286.239075,-4.193241
4143,left,-288.795319,-17.693762
4150,left,-283.759186,-78.233795
4187,left,-245.860565,-53.348618
4194,left,-232.954803,45.85685
4196,left,-235.845795,82.846733
4197,left,-234.200165,115.904388
4198,left,-230.109726,117.715271
4199,left,-231.505188,139.22493
4200,left,-228.202179,156.940643
4201,left,-224.768158,176.15451
4202,left,-220.401703,178.540482
4203,left,-227.210312,225.208633
4204,left,-222.935486,239.28064
4204,left,-222.935486,239.28064
4204,left,-222.935486,239.28064
4204,left,-222.935486,239.28064
4204,left,-222.935486,239.28064
4209,front,-217.637329,269.957275
4211,front,-208.561874,301.649719
4212,front,-208.915359,328.429108
4213,front,-190.436386,322.559845
4214,front,-214.048248,378.563904
4215,left,-206.890915,152.281067
4216,left,0,0
4217,front,-194.522888,410.327728
4218,front,-184.485901,428.561188
4219,front,-193.324478,484.396179
4219,front,-193.324478,484.396179
4219,front,-193.324478,484.396179
4227,front,-184.10434,350.667175
4228,front,-180.875214,366.460266
4231,front,-152.148178,496.355225
4233,front,-156.343094,468.197815
4244,left,0,0
4245,left,0,0
4246,left,0,0
4247,left,0,0
4248,left,0,0
4249,left,0,0
4250,left,0,0
4251,left,0,0
4252,left,0,0
4253,left,0,0
4255,left,0,0
4256,left,0,0
4257,left,0,0
4258,left,0,0
4259,left,0,0
4260,left,0,0
4261,left,0,0
4262,left,0,0
4263,left,0,0
4264,left,0,0
4265,left,0,0
4266,left,0,0
4267,left,0,0
4268,left,0,0
4269,left,0,0
4319,left,0,0
4320,left,0,0
4321,left,0,0
4322,left,0,0
4323,left,0,0
4324,left,0,0
4325,left,0,0
4326,left,0,0
4327,left,0,0
4328,left,0,0
4329,left,0,0
4330,left,0,0
4331,left,0,0
4354,left,0,0
4355,left,0,0
4356,left,0,0
4357,left,0,0
4358,left,0,0
4359,left,0,0
4360,left,0,0
4361,left,0,0
4362,left,0,0
4367,left,0,0
4368,left,0,0
4369,left,0,0
4370,left,0,0
4371,left,0,0
4372,left,0,0
4373,left,0,0
4374,left,0,0
4375,left,0,0
4376,left,0,0
4377,left,0,0
4378,left,0,0
4379,left,0,0
4380,left,0,0
4381,left,0,0
4383,left,0,0
4384,left,0,0
4385,left,0,0
4387,left,0,0
4388,left,0,0
4389,left,0,0
4390,left,0,0
4391,left,0,0
4392,left,0,0
4393,left,0,0
4394,left,0,0
4396,left,0,0
4397,left,0,0
4399,left,0,0
4401,left,0,0
4402,left,0,0
4403,left,0,0
4404,left,0,0
4405,left,0,0
4406,left,0,0
4411,left,0,0
4412,left,0,0
4419,front,-299.718201,359.650696
4426,front,-319.815857,264.119659
4426,front,-319.815857,264.119659
4428,front,-314.651093,488.004608
4429,front,-325.742249,493.509827
4430,front,-337.252258,499.276093
4431,front,-304.399139,435.588074
4432,front,-314.572632,440.115814
4433,front,-336.0513,449.800659
4434,front,-325.407867,423.743164
4435,front,-336.568604,408.701111
4436,front,-327.015594,386.569031
4437,front,-327.015594,386.569031
4438,front,-359.286438,399.226898
4439,front,-349.103058,377.811676
4440,front,-331.61264,340.451569
4441,front,-333.660492,327.064087
4442,front,-335.948151,314.484467
4443,front,-313.692627,284.094757
4444,front,-316.664459,273.860291
4445,front,-319.815857,264.119659
4445,front,-319.815857,264.119659
4445,front,-319.815857,264.119659
4445,front,-319.815857,264.119659
4445,front,-319.815857,264.119659
4450,left,-323.606415,252.055191
4451,left,-321.201996,239.775253
4452,left,-323.255951,215.914276
4453,left,-312.648254,195.692261
4454,left,-329.963776,215.16246
4455,left,-323.342407,184.062805
4457,left,-327.787689,173.787689
4458,left,-323.806458,155.666382
4459,left,-328.301941,146.40802
4460,left,-326.417175,138.106384
4461,left,-321.187683,114.831848
4463,left,-324.080841,99.760147
4464,left,-327.100708,85.491379
4465,left,-316.760498,67.42598
4466,left,-322.66687,66.570839
4467,left,-318.669983,49.145218
4515,left,-308.405731,28.934269
4516,left,-305.149048,40.273857
4517,left,-308.560944,56.664436
4518,left,-304.272797,63.387169
4519,left,-302.473969,82.508232
4520,left,-298.307617,89.886078
4521,left,-295.436157,104.233856
4522,left,-299.415985,125.820816
4523,left,-295.290619,134.546616
4524,left,0,0
4526,left,-294.619812,199.061966
4527,left,-292.162231,221.586502
4528,left,-289.750092,246.250687
4529,left,-278.071136,249.817978
4529,left,-278.071136,249.817978
4529,left,-278.071136,249.817978
4532,front,-266.315796,271.834961
4533,front,-267.939423,294.608551
4534,front,-257.891144,303.800629
4535,front,-252.785706,328.571198
4536,front,-255.794724,359.756409
4537,front,-253.720947,375.806305
4538,front,-236.055786,387.001068
4539,front,-239.961456,429.227325
4540,front,-224.005875,422.421753
4541,front,-213.991898,441.00235
4543,front,-209.392807,491.879669
4550,front,-190.311188,352.78363
4552,front,-171.265793,381.34079
4565,left,0,0
4566,left,0,0
4567,left,0,0
4568,left,0,0
4569,left,0,0
4573,left,0,0
4574,left,0,0
4575,left,0,0
4599,left,0,0
4600,left,0,0
4601,left,0,0
4602,left,0,0
4603,left,0,0
4604,left,0,0
4605,left,0,0
4606,left,0,0
4607,left,0,0
4608,left,0,0
4609,left,0,0
4610,left,0,0
4611,left,0,0
4612,left,0,0
4613,left,0,0
4614,left,0,0
4615,left,0,0
4616,left,0,0
4625,left,0,0
4626,left,0,0
4627,left,0,0
4628,left,0,0
4629,left,0,0
4630,left,0,0
4631,left,0,0
4656,left,0,0
4657,left,0,0
4658,left,0,0
4659,left,0,0
4660,left,0,0
4661,left,0,0
4662,left,0,0
4663,left,0,0
4686,left,0,0
4687,left,0,0
4688,left,0,0
4689,left,0,0
4690,left,0,0
4691,left,0,0
4692,left,0,0
4693,left,0,0
4694,left,0,0
4695,left,0,0
4696,left,0,0
4699,left,0,0
4700,left,0,0
4701,left,0,0
4702,left,0,0
4703,left,0,0
4705,left,0,0
4706,left,0,0
4707,left,0,0
4708,left,0,0
4709,left,0,0
4710,left,0,0
4711,left,0,0
4712,left,0,0
4713,left,0,0
4719,left,0,0
4720,left,0,0
4721,left,0,0
4722,left,0,0
4723,left,0,0
4724,left,0,0
4725,left,0,0
4726,left,0,0
4727,left,0,0
4728,left,0,0
4729,left,0,0
4730,left,0,0
4734,left,0,0
4735,left,0,0
4736,left,0,0
4743,left,0,0
4745,left,0,0
4746,left,0,0
4749,left,0,0
4751,left,0,0
4752,left,0,0
4754,left,0,0
4757,left,0,0
4758,left,0,0
4759,left,0,0
4761,left,0,0
4763,front,-325.742249,493.509827
4781,front,-283.375854,499.49823
4782,front,-283.375854,499.49823
4783,front,-264.624695,463.896729
4785,front,-283.63858,472.908478
4786,front,-284.214539,448.903442
4787,front,-293.939697,453.364655
4788,front,-293.939697,453.364655
4789,front,-285.070618,427.101807
4790,front,-277.16983,403.475037
4791,front,-286.179443,407.191559
4792,front,-295.488586,411.066833
4793,front,-287.519806,388.916504
4794,front,-289.075134,372.064117
4795,front,-282.230743,353.387695
4796,front,-290.831207,356.455383
4797,front,-299.718201,359.650696
4798,front,-301.567139,344.946472
4799,front,-288.845123,313.127838
4800,front,-291.367035,301.336609
4801,front,-286.019928,288.015045
4802,front,-310.900269,294.879486
4803,front,-299.85202,269.702271
4803,front,-299.85202,269.702271
4803,front,-299.85202,269.702271
4803,front,-299.85202,269.702271
4803,front,-299.85202,269.702271
4803,front,-299.85202,269.702271
4803,front,-299.85202,269.702271
4810,left,-303.952179,255.558289
4811,left,-299.952881,231.466751
4812,left,-296.316681,209.410828
4813,left,-294.619812,199.061966
4816,left,0,0
4817,left,-299.698273,159.228195
4818,left,-296.701782,142.485718
4819,left,-300.846039,133.500809
4820,left,-299.415985,125.820816
4821,left,-295.436157,104.233856
4822,left,-293.015503,90.928558
4823,left,-290.759827,78.390526
4824,left,-295.935455,77.322571
4825,left,-286.683624,55.327267
4826,left,-291.650146,54.207039
4827,left,-295.715424,47.700935
4856,left,-291.893097,27.310932
4857,left,-293.743744,37.258778
4858,left,-294.713745,42.415081
4859,left,-290.66449,48.801506
4860,left,-286.683624,55.327267
4861,left,-289.688965,72.385612
4862,left,-290.759827,78.390526
4863,left,-286.766785,85.673294
4864,left,-288.985077,98.566383
4865,left,-292.626465,119.452705
4866,left,-288.58252,127.997314
4867,left,-291.206787,143.603821
4868,left,0,0
4869,left,-284.475433,171.69426
4871,left,-283.264374,201.860794
4872,left,-280.66452,224.725327
4873,left,-276.539337,237.886383
4874,left,-270.955933,239.818588
4874,left,-270.955933,239.818588
4874,left,-270.955933,239.818588
4874,left,-270.955933,239.818588
4878,front,-259.242279,270.046753
4879,front,-260.596283,292.530121
